"","text","country","source"
"1039","happy canada day to all my frids and family north of the borr  miss my home nd #ohcanada #canadaday ///bvjbips3ku","","Zoho Social"
"1040","happy canada day from the greatest city &; country in the world! #meetintoronto #canadaday #ohcanada #maincanada #happycanadaday #canada #fteducanada ///bwj6c6w6ry","","CoSchedule"
"1041","#happycanadaday!we are proud that we are working to sustain our countrys ecosystems through stewardship, education, and training#weareproud#ohcanada #canadaday ///2gxbybyzfo","","TweetDeck"
"1042","best country for quality of life,2019  #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #igerscanada#nationaldayofcanada #constitutionact1867 #novascotia, #newbrunswick #lejourcon #canadaact ///tvutee7lit","Canada","Twitter for iPhone"
"1043","getting canada day started right with some breaky and @jimwatsonottawa at the mayors annual canada day breakfast for siors #ohcanada  ///gtviph0zcw","","Twitter for Android"
"1044","if youre in the pineview area please come on out to meadowbrook park for @pineviewottawas annual canada day celebration they have hot dogs, freezies, and so much more that will make sure this a fun day for everyone! #ohcanada ///lomb2sngl2","","Twitter for Android"
"1045","to all our canadian #soamayanaddicts #happy #canadaday #canada #wethenorth #ohcanada #soa #soafx #mayans #mayansmc #mayansfx #samcro #sonsofanarchy ///nhrlyudrff","Canada","Twitter for iPhone"
"1046","to all our canadian #soamayanaddicts #happy #canadaday #canada #ohcanada #soa #soafx #mayans #mayansmc #mayansfx #samcro #sonsofanarchy ///bnhcste2hd","","Instagram"
"1047","happy canada day! wishing all my canadian tweeps an amazing day! lets celebrate this awesome country of ours!  #canadaday #july1st #canadaday2019 #ohcanada #proudtobecanadian #canadaproud #happybirthdaycanada #canadarocks ///1blghfhqqx","","Twitter for Android"
"1048","#canadaday2019 #ohcanada","","Twitter for iPhone"
"1049","wow, 152 years old!! lookin good canada  happy birthday  #canadadaylongweekd #ohcanada #birthday #celebratecanada","","Twitter for iPhone"
"1050","a gorgeous day to celebrate everything #canada - healthcare avaible to everyone, multiculturalism and a nation striving for social equality #ohcanada #love #longweekd #happycanadaday @ pickering, ontario ///so80m4dhbb","Canada","Instagram"
"1051","happy canada day  from south korea!  #worktravels #ohcanada ///wtwo7dixvj ///ov2xi3vcse","","IFTTT"
"1052","happy canada day! #canada152 #canadadaylongweekd #ohcanada ///gnntcndfjj","","Twitter for iPad"
"1053","happy birthday, canada! #ohcanada #canadaday #yeg #yegfood #yeggers #edmonton #yegeats #yeglocal #edmontoneat #edmontoneats #food #germanbeer #yegfoodies #yegfoodie ///mihlapl7ti","","Twitter for iPhone"
"1054","happy canada day #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #igerscanada #dominionday #fteducanada #nationaldayofcanada #constitutionact1867 #novascotia #newbrunswick #152yearsago ///8ry1cqgku4","","Instagram"
"1055","beautiful (canada) day for a baseball game! #ohcanada #letsgobluejays ///d9puouadee","","Echofon"
"1056","justin and the hot wife #frchgirls #ohcanada","","Twitter for iPhone"
"1057"," #ohcanada #happycanadaday #drivesober #besafe ///a6dt7wceiy","","Twitter for Android"
"1058","happy canada daythe bull #ohcanada #canadaday #thebull #wethorth #strongandfree @ canada ///ukcstimujs","","Instagram"
"1059","@jordin_canada since its #canadaday, i had no choice #ohcanada ///ffqp1vdjuq","","Twitter Web Client"
"1060"," happy canada day to all fellow canadians  #ohcanada #truenorthstrongandfree #happycanadaday ///icd1xn8k0m","","Twitter for iPhone"
"1061","happy canada day!  celebrate with your favourite canadian #whisky @bearfacewhisky #ohcanada","","Hootsuite Inc."
"1062","in just one week, #downsviewpark will be lighting up the sky with spectacur fireworks on #canadaday! dont miss the show along with all the festivities starting at 400 pm register today! #fireworks #canadaday2019 #happybirthdaycanada  #ohcanada #truorthstrongandfree ///qhbu7vht4x","","Sprout Social"
"1063","happy birthday canada! come celebrate at #downsviewpark with food trucks, live tertainmt and fireworks! please remember to bring sunscre and refilble water bottles to stay hydrated! see you at 4pm! #canadaday2019 #happybirthdaycanada #ohcanada #truorthstrongandfree ///gefw081mqb","","Sprout Social"
"1064"," happy canada day from the fraser girls  #truorthstrongandfree #ohcanada #eh #july1 #2019 #graceanmma @jordanafraser ///uun8dq6fwa","","Instagram"
"1065","happy canada day!  #ohcanada #ilovemycountry #happycanadaday #canadaday ///xjxzrljqrv","","Instagram"
"1066","wishing a spectacur #canadaday to all our smart savvy clits, family and frids#ohcanada #canada #canadian ///iavho9zalb","","HubSpot"
"1067","happy birthday @canada!  #canadaday    #sorry #eh #zednotzee #loonie #toonie #timmies #popnotsoda #mountie #toque #canada #canadaday2019 #ohcanada #truorthstrongandfree #wethorth @township_mobile #township_mobile #townshipmobile ///igkuvkwq5y","","Twitter for Android"
"1068","happy canada day  #brantford #brantfordgymnasticsacamy #brantfordgymnastics #westbrantford #wyndfield #canada #canadian #ohcanada #canadiangymnastics #canadiangirl #canadaday #holiday #longweekd #celebrate #monday #isabel #isabelpasquini ///hhwnjczmjf","","Zapier.com"
"1069","happy canada day from our sawmills and woodnds division! #canada  #canadaday #mywonrfulcanada #canadaday2019 #redandwhite #happycanadaday #ohcanada ///1yr4kgg2ml","","Percolate"
"1070","happy canada day from the transportation and logistics division located in saint john, nb #canada #canadaday#mywonrfulcanada#canadaday2019#redandwhite#happycanadaday#ohcanada ///mxtzx2rcl3","","Percolate"
"1071","we are grateful to call this country home! happy canada day everyone! #canadaday #canada #truenorthstrongandfree #fg #canadian#redandwhite #happycanadaday #ohcanada #canadaday2019 #truorth ///jhtxioznam","","Twitter Web Client"
"1072","sorry for the duck lips pose happy canada day #canada #yeg #edmonton #happybirthday #sorry #ohcanada #truenorth #strongandfree ///zo62esw9gt","","Instagram"
"1073","streetcity realty inc, brokerage wishes everyone a happy canada day! #streetcityrealty #canadaday2019 #ohcanada @ streetcity realty inc, brokerage sault ste marie ///59ws1jkxvt","Canada","Instagram"
"1074","happy canada day ! combo mesh and hat packs are now on the website very limited only 5 avaible ! #ohcanada @ saskatchewan ///ewnq2t3v0e","Canada","Instagram"
"1075","happy canada day! photo credit norm edwards/ ship to shore#candaproud #ohcanada #boatingbc #canadaday ///62v8gvnoaa","","Twitter Web Client"
"1076","heres to our true north strong and free! wishing you a safe and happy canada day!  #ohcanada #canadaday #themihiexperice ///7i5qmwfrgs","","Twitter Web Client"
"1077","feeing fortunate today, and every day, to live and farm in this great country   #canadaday2019 #ohcanada ///qpgrtfz9ex","","Twitter for iPhone"
"1078","happy birthday canada!  #happycanadaday #ohcanada #wethorth  @ canada toronto ///sbyfouddok","Canada","Instagram"
"1079","wishing you and your family a very #happycanadaday!#constitutionact1867 #canadian #ohcanada #maincanada #fireworks #celebrate #longweekd #livewealthy ///rvjqfkleaz","","Planable"
"1080","happy canada day!!#ohcanada#redandwhite ///ogtipdkmgi","","Twitter for Android"
"1081","wishing all our frids a very #happycanadaday! #ohcanada #celebrate #canadaday2019 #canadaproud ///3otpoiltkr","","Twitter Web App"
"1082"," singing the anthem loud and proud #ohcanada #happycanadaday #teamcanada- - tout  chantant lhymne national avec fiert #joyeusefteducanada #equipcanada gepa ///nrct90u3xw","","Twitter Web Client"
"1083","happy canada day to my canadian retives and brethr! #ohcanada","","Twitter for iPhone"
"1084","happy canada day to my fellow canadians (and to those who wish they were canadians)!  #ohcanada","","Twitter for iPad"
"1085","@markcritch @melissaroyle canada now with 80% more sodium #ohcanada","","Twitter for Android"
"1086","#ohcanada #canadaproud #can #canadianheritage #heritagemomt ///q24neqnjhq","","Twitter for Android"
"1087"," happy #canadaday eh a gtle reminr that our locations are closed until tomorrow morning whilst we eat all the maple syrup and poutine today!#happycanadaday #canadaday #ohcanada ///exk8k9b67i","","Hootsuite Inc."
"1088","  ! we are proud to showcase local canadian brands and trepreurs at all of our festivals we hope everyone joys this celebratory long weekd!#forksandbarrels #ohcanada #canadaday #ontariofestivals #canadianentrepreur ///mvpk64jdkn","","Hootsuite Inc."
"1089","happy #canadaday to my frids in the far north #ohcanada","","Twitter Web Client"
"1090","canad day canada style  #ohcanada #proudcanadian @ parc du mont-royal ///xqvf28hvli","Canada","Instagram"
"1091","happy canada day to all our frids, family and customers that live in or are from canada!  stop by to get your fg from your favorite country or state at frame  art!#canadaday #ohcanada #happycanadaday #canada #canadian #dver #colorado #framing@canadacolorado@canada ///4pivmjog5s","","Twitter for iPhone"
"1092","weve got stronger beer #happycanadaday #ohcanada","","Twitter for iPhone"
"1093","""the true north strong and free""#ohcanada #canadaday ///ekau0ddclx","","Hootsuite Inc."
"1094","happy canada day i love this country and am impossibly lucky to live and raise my family here we should ter into immediate negotiations with indigous lears to return crown land to first nations #canadaday #ohcanada","","Twitter Web Client"
"1095","happy canada day you beautiful people!!! #ohcanada","","Twitter Web Client"
"1096","happy canada day, to all our shop local fans! get out and show your spirit, and celebrate our beautiful country and all that it has to offer! #canadaday #ohcanada #july1st #canadasbirthday #celebratelocally #supportlocal #lovelocal #shoplocally  #midnd ///k29p47nsgl","","Twitter Web App"
"1097","its the long weekd, make sure you grab all your supplies locally! from drinks to snacks to great local food, midnd has it all! search here for great local stores to help you get ready ///wus0tdqzrv #canadaday #ohcanada #july1st #canadasbirthday #celebratelocally ///588o9lzunm","","Twitter Web App"
"1098","happy canada day! did you know there are at least 10 maple leaves  on my bike at the momtneedless to say, happy and proud to be a part of this beautiful country!#ohcanada #canadaday2019 ///cuakzlgx5a","","Instagram"
"1099","oh canada! are you in whistler today if so, make sure to check out the award-winning trio the tors performing at the whistler olympic pzathere will also be a para on the vilge stroll, so much to see and do!#happycanadaday#ohcanada#canadaday2019 ///mkcbti2tma","","Sprout Social"
"1100","happy canada day!#hamont #hamilton #ocanada #ohcanada #ohcanada #celebrate #paintball #gokart #familyfun @ cameron speedway &; amusemts ///nho45z1aca","","Instagram"
"1101","happy canada day from the cameron family! #familyfirst #hamont #hamilton #ohcanada #canada @ cameron speedway &; amusemts ///x16wqytfnr","","Instagram"
"1102","my team and i hope everyone had a safe and happy long weekd! happy canada day! #ohcanada","","Twitter Web Client"
"1103","#happycanadaday! what do you love about canada there are so many reasons, we cant pick just one!#ohcanada #canada #canadaday2019 ///cqijgyhp6r","","Buffer"
"1104","to all our canadian #gothamaddicts #happy #canadaday #canada #wethenorth #ohcanada #gotham #canadaeh ///cykdu3ndtj","","Instagram"
"1105","to all our canadian addicts, happy canada day, from all of us @gothamaddicts!!!  #canadaday #happycanadaday #canadaday2019 #mapleleaf #fteducanada #ohcanada @gotham @donallogue #gotham ///zqob2rymfz","","Twitter for iPad"
"1106","the start of the canada day weekd involves netflix in the garage, and ice cold beer #ohcanada","","Twitter for Android"
"1107","it isnt perfect it doesnt always do right by us it isnt the biggest or strongest, but damn, is it ever the best happy canada day #ohcanada #canadaday #ndofthefree","","Twitter for Android"
"1108","happy canada day!! celebrate canadas 152nd birthday with $152 off your @futurist_conf tickets!! get yours now ///iz5yegiagl#canada152 #canadaday #canadaproud #july1st #ohcanada @canadian #eh #futurist19 #blockchain #crypto #biin #ai #tech #toronto ///gfjngpzes4","","Twitter Web Client"
"1109","happy canada day #iamcanadian #proudcanadian #ohcanada #canada #teamgrfa #sharechilliwack #wildsalmon #wildsturgeon #indigoussportfishing #teamgrfa #explorebc #canadakicksass &lt;"")))&gt;&lt;dwac ///nymwrhtnrf","Canada","Twitter for iPhone"
"1110","happy canada day from cornwall, ontario!  how are you celebrating the countrys anniversary in your city#canada #canadaday #explorecanada #joycanada #ohcanada #explorecornwallon  #caffeineandconquer @ ///ipodmtfzdt","","Instagram"
"1111","@gregeeks would like to wish all our canadian customers a happy canada day  #canadaday #canadaday2019 #canada152 #ohcanada #canadianfg ///9f0afzo4ju","","Hootsuite Inc."
"1112","happy canada day, eh!  #sorry #ohcanada #wethenorth #literally ///1eefuukgh2","","Twitter for Android"
"1113","#happycanadaday!  #bcleg extds best wishes to all for a fun and safe #canadaday! if youre in #yyj, we remain op during regur hours for tours today #ohcanada ///6gjbxpepoz","","Twitter Web Client"
"1114","from all of us at medtech, happy canada day to all our customers and followers in the great white north!   #canadaday #july1 #inpnceday #ohcanada #happycanadaday #canada #proudcanadian #dominionday #feteducanada #proud #mapleleaf #maincanada #wethenorth ///kzvxmsydf2","","Buffer"
"1115","@gmourgirlca yay canada, the beat ally we used to have#ohcanada","United States","Twitter for iPhone"
"1116","and may i add #ohcanada","United States","Twitter for iPhone"
"1117","happy canada day  to all of our canadian teachers, stunts, athlete mtors, supporters, sponsors, frids, family, @teamcanada @vancityreynolds, @jonmonty &; @komak!  #teachers, reminr to sign up for ///gp0andubdg#canadaday #komak #ohcanada #canada ///clobcoisvn","Canada","Twitter for iPhone"
"1118","happy canada dayfrom all of us to all of you  we hope you have the opportunity to get together this weekd with family and frids to celebrate life in this amazing country we  call home #canadaday2019 #canadaday #july1st #ohcanada ///eqwmpzfjex","","Twitter for Android"
"1119","happy birthday canada! how are you celebrating #ohcanada ///dw5nuyep8h","","Hootsuite Inc."
"1120","im on top of the world! #whistlerbckcomb #peakchair #ohcanada #happycanadaday #familyfun #garibaldiprovincialpark ///1ckwepojld","","Instagram"
"1121","happy canada day! wouldnt live anywhere else #ohcanada #wethenorthday","","Twitter for iPhone"
"1122","happy #canadaday everyone! heres to joying our great countrys awesome outdoors today if you get out on the water to #wetaline, please share your #fishingphotos! bonus its #nationalfishingweek! #jointhetradition#ohcanada #truenorthstrongandfree #can///zjnwioyso0","","Twitter Web Client"
"1123","happy canada day!  #canadaday #ohcanada #truorth @ vancouver, british columbia ///dxkphgrjtn","Canada","Instagram"
"1124","happy canada day  #proudcanadian #canada #gloriousandfree #ohcanada #canadaeh  ///azl8awsuod","","Instagram"
"1125","saluting canada on its birthday with two maple leaf fgs courtesy of @sheicopps #ohcanada ///kxkx69qxkw","","Twitter Web App"
"1126","wishing you all fun and safe canada day celebrations!! #canada #canadaday #julyfirst #july #canadian #eh #ohcanada #celebrate #waterloo #kwawesome #kitcher #fun #safe #celebration #fireworks ///p0ui7chi9r","","Buffer"
"1127","happy canada day to all my fellow canadians!!!!  #canadaday #ohcanada ///tele9gx8rp","","Twitter for iPhone"
"1128","happy canada day to all my frids in the north! #canada #canadaday #ohcanada @ puerto valrta mexico ///cecririlqa","Mexico","Instagram"
"1129","happy canada day all our fellow canadians_#ohcanada #canadaday #maincanada #happycanadaday #canada #canadian ///5fe8hz7hbn","","Buffer"
"1130","happy canada day!  wishing you all fantastic day! what is your favorite part of being canadian#yxe #yxeevts #ohcanada ///faqa2qcfia","","Instagram"
"1131","#dyk that my childr are 12th geration canadian a frch explorer arrived in eastern canada in 1636 and my childr are scdants a good reminr that we all come from somewhere else #canadaproud #canadaday #ohcanada #history","","Twitter Web Client"
"1132","oh, canada! how we you!#strongandfree #standonguard #ohcanada #hillcitych ///4q7zpwfrcy","","Hootsuite Inc."
"1133"," happy #canadaday eh a gtle reminr that our locations are closed until tomorrow morning whilst we eat all the maple syrup and poutine today!#happycanadaday #canadaday #ohcanada ///wct2kuxvsb","","Hootsuite Inc."
"1134","happy canada day!! #proudtobecanadian #ohcanada #yeg #canadaday2019 ///asd5kkpyeg","","LaterMedia"
"1135","happy canada day!! who is going to watch the fireworks tonight #growsocial #office146 #canadaday #ohcanada #sparklers #fireworks #longweekd #cottageweekd #cottagelife #canada #worklifebance #bance ///ordxfqjkec","","LaterMedia"
"1136","the long weekd is so close we can almost touch it!! office146 will be closed on monday july 1st to celebrate canada day! #office146 #growsocial #canadaday #longweekd #ohcanada #gonefishing #cottagelife #canadianfg #worklifebance #bance #canada #toronto #etobicoke ///euud2jtxxl","","LaterMedia"
"1137","canada in numbers - heres some canadian stats to quiz your family and frids this weekd! ///bsz6gl4njb#ohcanada #canadainnumbers #canadianfacts #longweekd","","Twitter Ads Composer"
"1138","celebrate canada! thanks to all those who sacrificed to make our country great! #canadaday #ohcanada #ourhomeandnativeland ///mo3do22lya","","Twitter Ads Composer"
"1139","happy canada day! be proud today, canada! #ohcanada #happybirthday ///pffef7pfnj","","HubSpot"
"1140","happy canadas day! #besuntryintheworld #canada #canadaday #proudcanadian #bornandraised #canadian #ilovecanada #ohcanada @ stackt market ///fynv7mvbeg","","Instagram"
"1141","happy #canadaday everyone! heres to joying our great countrys awesome outdoors today if you get out on the water to #wetaline, please share your #fishingphotos! bonus its #nationalfishingweek! #jointhetradition#ohcanada #truenorthstrongandfree #can///28i1yqzfnt","","Twitter Web Client"
"1142","happy canada day!!!  i am super happy to be canadian and feeling very fortunate  to be born and live in this abundant, safe, wi op country!!! #canada #ohcanada # #fortunate #abundant #lucky #blessed ///f54krcm5tu","","Instagram"
"1143","happy canada day! were celebrating with a little more ergy this year, as this is the first official #canadadaylongweekd since #legalization adding to the long list of the reasons were proud to be #canadian  #ohcanada #happycanadaday $oils $oilff ///irbz0edzeo","","Buffer"
"1144","happy canada day!#thesmartwaytobuytheeasywaytosell #divineconsignmtstelrfinds #homesweethome #canadaday #happyday #loveit #canadianliving #ohcanada #myhome #torontolife #blogto photo courtesy of bijuli ///ysczjav43a","Canada","Hootsuite Inc."
"1145","@nniskez thats one heck of a rdition of #ohcanada - thanks so much dnis! happy #canadaday to you and yours ) ","","Twitter for iPhone"
"1146","what up canada! #happycanadaday from right si studios illustration  find 1 justin truau strumming + 1 hip hop dance off + 1 hip hop fox + a dancing log driver + many more!#canadaday #longweekd #canada #ohcanada #holiday #canadaday2019 #illustration #illustration ///fywppnegxv","","Hootsuite Inc."
"1147","oh, canada  #ohcanada #canadianma #maincanada #proudlycanadian #travelberta #travelcanada #rockymountains ///qarhsfj1qj ///objxsoksnk","","IFTTT"
"1148","come celebrate the 152nd anniversary of our great nations conferation with myself and the town of @draytonvalley, tomorrow ill be emceeing the festivities starting at 11 am#ohcanada #canadaday #happycanadaday #canadian #fteducanada #nationaldayofcanada #canadaday2019 ///zlospkgh1k","Canada","Twitter for Android"
"1149","bonne fte du canada happy canada day#wethenorth #ohcanada #canadaday #maincanada #happycanadaday #canada #canadian #dominionday #fteducanada #canadaday2019 #nationaldayofcanada #constitutionact1867 ///yzwm8ivdjd","Canada","Twitter for Android"
"1150","happy canada from #brton city council  we love canada! @citybrton @rowesantos @pat_fortini @iharkiratsingh @paulvicte @gurpreetdhillon @meiros_martin @charmomof5 @councillorjeff @cobmpalleschi @dougwhilns #canadaday2019 #canadaproud #ohcanada ///txfz49sasy","Canada","Twitter for iPhone"
"1151","happy canada day! interested in reading some canadian contt look for the maple leaf sticker on the spine of the book #ohcanada #scplibrary #canadaday #longweekd #canadiantrivia ///vfyu55udql","","Hootsuite Inc."
"1152","@somekindahippie lol!!!  i grew up so close to the borr that i am practically canadian #ohcanada","","Twitter Web Client"
"1153","happy #canadaday from all of us at cyclica! #canadaproud #ohcanada ///arphztczx0","","Twitter Web Client"
"1154","happy canada day to our neighbors of the north!  #canadaday #canadians #eh #hockey #mapleleaves #poutine #timhortons #ohcanada #astridian ///ecf6skjppz","","Hootsuite Inc."
"1155","we hope you have an amazing canada day with your families and frids!  we love canada! #surreybc #childcare #ohcanada ///zvtjcmh2ic","","Hootsuite Inc."
"1156","@brainad2000 canada sux dix #ohcanada","","Twitter for Android"
"1157","happy canada day, from my favourite peak in the country #grosmorne #summit #ohcanada ///r3jvxvuv9b","","Twitter for iPhone"
"1158","#ohcanada is now trding in #calgary///8ktkkybfvp ///wngvdgorbh","","Trendsmap Alerting"
"1159"," gord brownies  happy canada day!!  maple bacon nanaimo brownie (recipe @sweetapolita), perfect for celebrating all things canadian!  #canadaday #canadaday2019 #ohcanada #canada #sweetapolita #brownies #maplesyrup #bacon #nanaimobars #chocote #ssert #baking ///k3kc5jeem9","","Twitter for iPad"
"1160","we are at the fort quappelle farmers market on july 1st from 9-2pm come out and joy the para and shopping  #caleighscrystals #canada #farmersmarket #happycanadaday #ohcanada #lovingwhatido #canadianma ///vxxds8xsrh","","Instagram"
"1161","all@set up@at the fort quappelle farmers market waiting for@canada day para #fortquappelle #farmersmarket #caleighscrystals #para #ohcanada #ohcanada #canada ///lydouhehy9","","Instagram"
"1162","#happycanadaday #truenorthstrongandfree #ohcanada ///fomxr8hst4","","Twitter for Android"
"1163","you know youre in canada wh ev the geese use the crosswalk  #ohcanada #meanwhileincanada ///oievxmzgpp","","Twitter Media Studio"
"1164","happy birthday to you canada  and to the one and only @dan_aykroyd  see how much canadas favourite ghostbuster knows about weather in the great white north! #canadaday #ohcanada #canada152 #iaintfraidofnocold ///fl9bjgtkub","","Twitter Media Studio"
"1165","from everyone at adli logistics, we wish you a happy and safe canada day! #canadaday #canadaday152 #ohcanada","","Hootsuite Inc."
"1166","canadians have worked hard to build a country that mands equality for all regardless of the color of their skin, the god they worship, or who they love we are the true north, strong and free happy #canadaday  #canadaproud #ohcanada #calgary #alberta #cdnpoli #feteducanada ///uippgsjzuy","","Twitter Web Client"
"1167","happy canada day everyone!!! im really trying to focus on the positives for the rest of 2019 and being born in this country is a big positive so thankful for the freedoms we joy each and every day #canadaday #feteducanada #canadaproud #ohcanada #redandwhite #longweekd  ///rzggi3n4kp","","Twitter for Android"
"1168","happy canada day  to my canada family lots of love #canadaday #cfl #ohcanada #canadaproud #canadaday2019","","Twitter for Android"
"1169","hope youre having a great canada day! #ohcanada #proudcanadian #canadaproud #happybirthdaycanada #canadaday ///8uckcxehs1","","Twitter Web Client"
"1170","dockmaster would like to wish all our frids to the north a happy canada day! #canadaday #happycanadaday #ohcanada ///siacqzvjxz","","Hootsuite Inc."
"1171","#happycanadaday #love #ohcanadahappy canada day!///hvvqiyucol #love #selflove #wellness #liberatecreation #loving #happiness #goloveyourself #joy #writer #amwriting #writerslife #change ///dedjzts1jz","","Instagram"
"1172","oh, canada! what an amazing country thank you to all the flyers who traveled here to fly in our skies, we hope you joyed your time here you are always welcome photo greg huzsar#canadaday #ohcanada #explorecanada #exploresask #windscapekitefestival #swiftcurrt ///g7uzjtof6h","","Buffer"
"1173","happy canada day everyone! enjoy the celebrations, and the extra time off! #ohcanada #canadaday #bavisesolutions #bavise #employeebefits #groupbefits #longweekd #worklifebance #holiday #employeehealth ///hbybfyozzk","","SocialReport.com"
"1174","over the mountains and through the woods to the cabin we shall go! share your long weekd pns with us#kootzcollective #kootzrootz #kootaybabe #longweekd #julylong #ohcanada #kootays @ kootay lake ///zjedebimus","Canada","Instagram"
"1175","stargazing, skinny dipping, wine, cfires &; smores quintesstially canadian, eh!#ohcanada #happycanadaday #canada2019 #canadaeh #kootzcollective #kootzrootz #canadiansmallbusiness @ canada ///w42rhpcv9v","Canada","Instagram"
"1176","happy birthday canada #ohcanada #canadaday2019 #canadian ///mzjbqeguta","","Twitter for Android"
"1177","happy #canadaday! wouldnt want to live anywhere else #canadadayweekd #longweekd #july1st #ohcanada ///ve0kanxocj","","Twitter for iPhone"
"1178","happy canada day to all my fellow canadian! have a fun and safe day!  #happycanadaday2019#happycanadadayeh#happycanadaday#canadaday #ohcanada #canada#proudtobecanadian#canadastrong#wethenorth #eh ///7u88kystvn","","Twitter for iPhone"
"1179","on this #canadaday, if you are truly #canadaproud please take an hour to watch this incredibly important documtary ///kuimbxo3xf #ohcanada #happybirthdaycanada","","Twitter Web Client"
"1180","happy canada day to everyone!! wishing you a wonrful holiday #ohcanada! ///dvacmmybcd","","Hootsuite Inc."
"1181","happy canada day!!! have a wonrful day celebrating this beautiful country! #canadaday #canadasbirthday #ohcanada ///t2olyjltj2","","Hootsuite Inc."
"1182","happy #canadaday everyone! use this #longweekd to explore the amazing country we call home! #canada #ohcanada #truenorth #truenorthstrongandfree #happycanadaday ///bcsjbpn8yy","","Hootsuite Inc."
"1183","happy canada day!! we hope you have a great time celebrating this amazing country! #canadaday #ohcanada #canadasbirthday ///qceooecpcj","","Hootsuite Inc."
"1184","a paper and marbled painted canada fg themed butterfly for #canadaday!  #happybirthdaycanada #ohcanada #canada152 ///hepfdjfsqb","","Twitter Web Client"
"1185","our canada inclus firearms!! happy canada day from our family to yours!! #coupleswhoshoot #ohcanada  @csaunrsvet ///iwsmbzfbbs","","Twitter for iPhone"
"1186","@maxkellerman @stephasmith canada showed the us how to embrace a team with the @raptors  you may not like the #2019larryobri in canada but you should like how diverse and accepting of all this country is canada was on the world stage and shone #ohcanada","","Twitter for iPhone"
"1187","can you imagine what the popution of this country would be if we had provinces with the climate of california #ohcanada","","Twitter for iPhone"
"1188","im all for the maple leaf, but for #canadaday i thought i would celebrate the tree species that can be found in every province and territory tamarack, bck spruce, white spruce, white birch, balsam popr, and trembling asp (1/2)#forest #ohcanada ///bjn8lpzval","","Twitter Web Client"
"1189","time to fire up the bbq grill, fill up gsses with ice wine and proudly wave the canadian fg! happy #canadaday! #canadaproud #july1st #ohcanada ///hlpugmmvz1","","Twitter Web Client"
"1190"," o canada!!   happy canada day to all of our canadian frids -  we  you #canada #pof #pltyoffish #weloveyou #ohcanada","","Sprout Social"
"1191","happy canada day!! #celebratesafely #ohcanada ///tcadqpedoj","","Twitter for iPhone"
"1192","happy canada day!  #canadaday #can #cankan #ohcanada #truenorthstrongandfree #canadaproud #happybirthdaycanada #feteducanada ///kormgmpus1","","Twitter Web Client"
"1193","happy canada day! if youre in kindle unlimited and looking for some great fairy tale reads, you can find a curated list here! #ohcanada!#fairytale #romance///qnkfszfv6x","","Twitter Web Client"
"1194","so happy i get to call this country my home #ohcanada #canadaday ///havvdutesd","","Twitter for iPhone"
"1195","so happy i get to call this country my home #ohcanada #canadaday ///yftpvrxt7s","","Twitter for iPhone"
"1196","happy free mandarin day! #ohcanada ","","Twitter for iPhone"
"1197","oh canada ! happy birthday  152 yrs strong oh how i miss thee #candaday #ohcanada #myhomeandnativend  #poutine #ilovepoutine @ lincoln, nebraska ///423bm6joih","United States","Instagram"
"1198","happy canada daywishing you all a fabulous canada day!  we are blessed to be able to call this amazing country home!#canadaday #canadian #proudcanadian #wethenorth #canada #ohcanada #canadastong #canadianstrong #proudtobecanadian ///xkkokarsxt","","Hootsuite Inc."
"1199","happycanada day! eh! ///29flggw0v7 *** ///dboivhhxjg25% off storewidewe will sd all shipmts on july 2 #canada #canadaday #canadaday #canadadayweekd #canadadaysale #etsycanada #etsycanada #ohcanada #bc #victoriabccanada #victoriabccanada ///fljyrgwygk","","LaterMedia"
"1200","happycanada day! eh! ///p31jsifrkn *** ///4lgxsjwdrf25% off storewidewe will sd all shipmts on july 2 #canada #canadaday #canadaday #canadadayweekd #canadadaysale #etsycanada #etsycanada #ohcanada #bc #victoriabccanada #victoriabccanada ///hea8urhq9j","","LaterMedia"
"1201","happycanada day! eh! ///65jhcz70pf *** ///6mxd1rgdsk25% off storewidewe will sd all shipmts on july 2 #canada #canadaday #canadaday #canadadayweekd #canadadaysale #etsycanada #etsycanada #ohcanada #bc #victoriabccanada #victoriabccanada ///anmfu7tqgo","","LaterMedia"
"1202","good morning! canadian chinese buffet  #canada #ohcanada #britishcolumbia #parksville #parksvillebc #ers #wild #nature #naturelovers #goodmorning  #goodmorningcanada  ///grhxppk02b","","Instagram"
"1203","wishing you a safe and happy canada day from the alligga family!#canada #greatwhitenorth #canadaday #canadadaycelebrations #truorthstrongandfree#canada #lovecanada #summer #canadalove #canadianeh #ohcanada #iamcanadian #livehealthylivatural #alligga #happycanadaday ///npsrcntppy","","LaterMedia"
"1204","early morning #wominfilm sally hawkins in #maudie (2016) movies are 1 of the 5 media i discuss in my upcoming book on wom in mediafor which i have analysed 565+ movies #media #books #nonfiction #film #writing #ohcanada ///fljm2zue2h","","Twitter Web Client"
"1205","true north strong free whether exploring our many gorgeous waterways  or repping the maple leaf  on the international stage, we all love  this great, big, beautiful country of ours happy canada  day! #ohcanada ///551glxbd6g","","Twitter for iPhone"
"1206","happy canada day! illustration by @gstevsonart #canada #ohcanada #canadaday #canadian #canadafg #illustration #illustator #digitart #digitartist #i2iart///0jpita5akf ///geb2tprqji","","Twitter for iPhone"
